,Category,Correct,OptionA,OptionB,OptionC,OptionD,Questions
378,2.4,d," (6, 12, 30)"," (5, 15, 10)"," (10, 16, 18)"," (8, 12, 16)"," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set is : (12, 18, 24) "
379,2.4,c," (3,15, 18)"," (18,27,72)("," (18, 30, 42)"," (7,14,28)"," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set is : (12, 20, 28) "
380,2.4,d," (21, 23, 27)"," (30,32,36)("," (60, 62, 66)"," (68, 70,"," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set : (10, 12, 15) "
381,2.4,a," (7, 13, 3)"," (5, 10, 15)"," (3, 6, 9)"," (4, 8, 16)"," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set : (14, 20, 3) "
382,2.4,b,"7,11,35","4,8,24"," 10, 14, 44"," 9, 13, 42"," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set : (1, 5, 12) "
383,2.4,b,366,490,428,383," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set : (580, 265, 373) "
384,2.4,d,358,435,624,266," Direction: From among the given alternatives select the one in which the set of numbers is most like the set of numbers given in the question. Given set : (536, 428, 365) "
385,2.4,d," (16, 27, 11)"," (23, 33, 51)"," (27, 29, 47)"," (29, 17, 37)"," Choose the similar group of numbers on the basis of certain common properties they possess : (31, 19, 41) "
386,2.4,c," (54, 57, 78)"," (24, 69, 58)"," (55, 66, 77)"," (63, 70, 86)"," Choose the similar group of numbers on the basis of certain common properties they possess : (72, 66, 96) "
387,2.4,d," (10, 25, 100)"," (15, 45, 90)"," (14, 28, 112)"," (13,26, 169)"," Find out the set of numbers amongst the four sets of numbers given in the alternatives which is most like the set given in the question. (12, 24, 144) "
388,2.5,c,405,465,3125,546," Direction: In each of the following question, select the related number from the given alternatives. 3 : 2435 : ? "
389,2.5,d,2,6,9,16," Direction: In each of the following question, select the related number from the given alternatives. 6 : 18 : : 4 : ? "
390,2.5,c,48,50,49,56," Direction: In each of the following question, select the related number from the given alternatives. 5 : 36 : : 6 : ? "
391,2.5,d,15,16,18,24," Direction: In each of the following question, select the related number from the given alternatives. 456 : 15 : : 789 : ? "
392,2.5,a,342,272,240,156," Direction: In each of the following question, select the related number from the given alternatives. 182 : ? : : 210 : 380 "
393,2.5,b,64,66,54,62," Direction: In each of the following question, select the related number from the given alternatives. 18 : 30 : : 36 : ? "
394,2.5,c,10.2,0.102,0.0102,1.02," Direction: In each of the following question, select the related number from the given alternatives. 0. 16 : 0.0016 : : 1.02 : ? "
395,2.5,b,240,222,216,210," Direction: In each of the following question, select the related number from the given alternatives. 68 : 130 : : ? : 350 "
396,2.5,b,292,290,225,215," Direction: In each of the following question, select the related number from the given alternatives. 48 : 122 : : 168 : ? "
397,2.5,b,19,17,27,23," Direction: In each of the following question, select the related number from the given alternatives. 169 : 13 : : 289 : ? "
398,2.5,a,362,299,315,341," Direction: In each of the following question, select the related number from the given alternatives. 122 : 170 : : 290 : ? "
399,2.5,b,81,90,92,100," Direction: In each of the following question, select the related number from the given alternatives. 42 : 56 : : 72 : ? "
400,2.5,d,2154,5487,3562,5784," Direction: In each of the following question, select the related number from the given alternatives. 3265 : 4376 : : 4673 : ? "
401,2.5,c,504,343,336,330," Direction: In each of the following question, select the related number from the given alternatives. 24 : 60 : : 210 : ? "
402,2.5,a,350,343,336,210," Direction: In each of the following question, select the related number from the given alternatives. 6 : 222 : : 7 : ? "
403,2.5,a,342,343,248,125," Direction: In each of the following question, select the related number from the given alternatives. 5 : 124 : : 7 : ? "
404,2.5,b,52,51,46,43," Direction: In each of the following question, select the related number from the given alternatives. 19 : 37 : : 26 : ? "
405,2.5,c,160,220,300,108," Direction: In each of the following question, select the related number from the given alternatives. 24 : 60 : : 120 : ? "
406,2.5,d,100,120,128,122," Direction: In each of the following question, select the related number from the given alternatives. 7 : 50 : : 11 : ? "
407,2.5,b,2367,2451,2531,2485," Direction: In each of the following question, select the related number from the given alternatives. 7584 : 5362 : : 4673 : ? "
408,2.5,c,48,50,49,56," Direction: In each of the following question, select the related number from the given alternatives. 5 : 36 : : 6 : ? "
409,2.5,a,342,272,240,156," Direction: In each of the following question, select the related number from the given alternatives. 182 : ? : : 210 : 380 "
410,2.5,b,41,65,56,60," Direction: In each of the following question, select the related number from the given alternatives.25 : 37 : : 49 : ? "
411,2.5,b,96,112,120,128," Direction: In each of the following question, select the related number from the given alternatives. 16 : 56 : : 32 : ? "
412,2.5,b,71,54,61,64," Direction: In each of the following question, select the related number from the given alternatives. 45 : 36 : : 63 : ? "
413,2.5,a,132,136,140,18," Direction: In each of the following question, select the related number from the given alternatives. 42 : 56 : : 110 : ? "
414,2.5,b,26,48,60,54," Direction: In each of the following question, select the related number from the given alternatives. 5 : 100, 4 : 64 : : 4 : 80, 3 :? "
415,2.5,a,156,145,110,240," Direction: In each of the following question, select the related number from the given alternatives. 42 : 56 : : 132 : ? "
416,2.5,b,9 : 81 : 70,19 : 361 : 342,17 : 288 : 272,16 : 255 : 239," Direction: In each of the following question, select the related number from the given alternatives. 11 : 121 : 110 : : 15 : 225 : 210 : : ? "
417,2.5,c,250,256,257,290," Direction: In each of the following question, select the related number from the given alternatives. 122 : 145 : : 226 : ? "
418,2.5,d,18 : 2 7 : 5 4,5 : 1 0 : 1 7, 6 : 2 4 : 5 6, 15 : 3 0 : 4 5," Direction: In each of the following question, select the related number from the given alternatives. 2 : 4 : 8 : 10 : 20 : 40 : : 3 : 6 : 9 : ? "
419,2.5,c,25,49,43,30," Direction: In each of the following question, select the related number from the given alternatives. 5 : 21 : : 7 : ? "
420,2.5,b,25,20,22,30," Direction: In each of the following question, select the related number from the given alternatives. 4 : 12 : : 5 : ? "
421,2.5,b,69,49,81,70," Direction: In each of the following question, select the related number from the given alternatives. 01 : 36 : : 2 : ? "
422,2.5,b,137,358,368,146," Direction: In each of the following question, select the related number from the given alternatives. 136 : 469 : : 247 : ? "
423,2.5,b,36,100,121,144," Direction: In each of the following question, select the related number from the given alternatives. 49 : 81 : : 64 : ? "
424,2.5,a,247,357,246,345,"Direction: In each of the following question, select the related number from the given alternatives. 371 : 150 : : 468 : ? "
425,2.5,a, 97 : 86, 53 : 46, 79 : 86, 64 : 79," Direction: In each of the following question, select the related number from the given alternatives. 42 : 31 : : ? "
426,2.5,a,23,26,124,126," Direction: In each of the following question, select the related number from the given alternatives. 7 : 17 : : ? : 50 "
427,2.5,c,1234,2133,1442,1551," Direction: In each of the following question, select the related number from the given alternatives. 1648 : 1339 : : 2266 : ? "
428,2.5,b,42,35,30,24," Direction: In each of the following question, select the related number from the given alternatives. 7 : ? : : 145 : 195 "
429,2.5,c,9949,8838,7727,2212," Direction: In each of the following question, select the related number from the given alternatives. 3222 : 7222 : : 3323 : ? "
430,2.5,d,37,47,57,64," Direction: In each of the following question, select the related number from the given alternatives. 1 : 8 : : 27 : ? "
431,2.5,d,433,192,240,344," Direction: In each of the following question, select the related number from the given alternatives. 24 : 126 : : 48 : ? "
432,2.5,b,40,39,50,72," Direction: In each of the following question, select the related number from the given alternatives. 2 : 7 : : 6 : ? "
433,2.5,c,8,62,72,82," Direction: In each of the following question, select the related number from the given alternatives. 24 : 27 = ? : : 81 "
434,2.5,a,95,110,106,118," Direction: In each of the following question, select the related number from the given alternatives. 47 : 65 : : 59 : ? "
435,2.5,a,56,59,68,61," Direction: In each of the following question, select the related number from the given alternatives. 20 : 30 : : ? : 72 "
436,2.5,a,942,720,922,740," Direction: In each of the following question, select the related number from the given alternatives. 342 : 453 : : 831 : ? "
437,2.5,a,20 : 1 20,37 : 2 10,42 : 2 22,49 : 3 50Q439.," Direction: In each of the following question, select the related number from the given alternatives. 30 : 130 : : ? : ? "
438,2.5,b,220,222,230,248," Direction: In each of the following question, select the related number from the given alternatives. 520 : 738 : : ? : 350 "
439,2.5,c,678,867,768,876," Direction: In each of the following question, select the related number from the given alternatives. 423 : 657 : : 534 : ? "
440,2.5,d, 45 : 79, 56 : 78, 35 : 59, 57 : 68," Direction: In each of the following question, select the related number from the given alternatives. 13 : 24 : : ? : ? "
441,2.5,c,160,220,300,108," Direction: In each of the following question, select the related number from the given alternatives. 24 : 60 : : 120 : ? "
442,2.5,c,18,28,38,48," Direction: In each of the following question, select the related number from the given alternatives. 392 : 28 : : 722 : ? "
443,2.5,d,52,69,72,25," Direction: In each of the following question, select the related number from the given alternatives. 123 : 36 : : 221 : ? "
444,2.5,c,2,4,6,10," Direction: In each of the following question, select the related number from the given alternatives. 6 : 5 : : 8 : ? "
445,2.5,c,12,9,18,15," Direction: In each of the following question, select the related number from the given alternatives. ? : 63 : : 08 : 26 "
446,2.5,b,44,54,52,70," Direction: In each of the following question, select the related number from the given alternatives. 64 : ? : : 72 : 53 "
447,2.5,b,57,69,81,93," Direction: In each of the following question, select the related number from the given alternatives. 17 : 60 : : 20 : ? "
448,2.5,b,144,169,121,124," Direction: In each of the following question, select the related number from the given alternatives. 6 : 64 : : 11 : ? "
449,2.5,d,23,26,14,12," Direction: In each of the following question, select the related number from the given alternatives. 123 : 4 : : 726 : ? "
450,2.5,b,44,49,40,63," Direction: In each of the following question, select the related number from the given alternatives. 83 : 25 : : 29 : ? "
451,2.5,b,11,13,12,14," Direction: In each of the following question, select the related number from the given alternatives. 1 : 6 : : 8 : ? "
452,2.5,d," 1, 4, 6, 6"," 1, 4, 9, 9"," 0, 4, 6, 6"," 0, 4, 9, 9"," Direction: In each of the following question, select the related number from the given alternatives. 3, 1, 2, 2, : 9, 1, 4, 4 : : 0, 2, 3, 3, : ? "
453,2.5,d,22,66,55,121," Direction: In each of the following question, select the related number from the given alternatives. 5. 5 : 30.25 : : 11.0 : ? "
454,2.5,a,35,30,28,20," Direction: In each of the following question, select the related number from the given alternatives. 8 : 20 : : 14 : ? "
455,2.5,b,9,125,29,51," Direction: In each of the following question, select the related number from the given alternatives. 3 : 27 : : 5 : ? "
456,2.5,b,8765,8576,8675,8567," Direction: In each of the following question, select the related number from the given alternatives. 1234 : 4132 : : 5678 : ? "
457,2.5,b,866,730,737,637," Direction: In each of the following question, select the related number from the given alternatives. 763 : 856 : : 637 : ? "
458,2.5,c,441,411,4144,444," Direction: In each of the following question, select the related number from the given alternatives. 36 : 324 : : 49 : ? "
459,2.5,b,36,100,121,144," Direction: In each of the following question, select the related number from the given alternatives. 49 : 81 : : 64 : ? "
460,2.5,c,8,12,16,20," Direction: In each of the following question, select the related number from the given alternatives. 27 : 9 : : 64 : ? "
461,2.5,c,901,1009,9999,10999," Direction: In each of the following question, select the related number from the given alternatives. .'74. 9 : 80 : : 100 : ? "
462,2.5,b,47,44,43,46," Direction: In each of the following question, select the related number from the given alternatives. 11 : 38 : : 13 : ? "
463,2.5,b,48,78,24,26," Direction: In each of the following question, select the related number from the given alternatives. 3 : 18 : : 13 : ? "
464,2.5,b,49,80,69,79," Direction: In each of the following question, select the related number from the given alternatives. 10 : 099 : : 09 : ? "
465,2.5,b,9,5,6,8," Direction: In each of the following question, select the related number from the given alternatives. 37 : 23 : : 19 : ?"
466,2.5,a,24,37,45,56," Direction: In each of the following question, select the related number from the given alternatives. 13 : 5 : : 32 : ? "
467,2.5,b,5,6,8,10," Direction: In each of the following question, select the related number from the given alternatives. 8 : 24 : : ? : 32 "
468,2.5,d,34,21,12,7," Direction: In each of the following question, select the related number from the given alternatives. 76 : 83 : : 42 : ? "
469,2.5,a,248,261,169,268," Direction: In each of the following question, select the related number from the given alternatives. 149 : 238 : : 1 59 : ? "
470,2.5,a,68,42,96,56," Direction: In each of the following question, select the related number from the given alternatives. 63 : 9 : : ? : 14 "
471,2.5,b,4287,5461,7624,6743," Direction: In each of the following question, select the related number from the given alternatives. 5 : 2431 : : 8 : ? "
472,2.5,b,64,144,169,None of these," Direction: In each of the following question, select the related number from the given alternatives. 49 : 81 : : 100 : ? "
473,2.5,b,49,52,28,68," Direction: In each of the following question, select the related number from the given alternatives. 4 : 19 : : 7 : ? "
474,2.5,b, 23s,253,352,252," Direction: In each of the following question, select the related number from the given alternatives. 123 : 132 : : 235 : ? "
475,2.5,c,517,62,216,273," Direction: In each of the following question, select the related number from the given alternatives. 27 : 125 : : 6 4 : ? "
476,2.5,b,49,80,69,97," Direction: In each of the following question, select the related number from the given alternatives. 10 : 99 : : 9 : ? "
477,2.5,b,6,8,10,12," Direction: In each of the following question, select the related number from the given alternatives. 11 : 5 : : 17 : ? "
478,2.5,b,0.00025,0.0025,0.025,0.25," Direction: In each of the following question, select the related number from the given alternatives. 0.01 : 0.0001 : : 0.05 : ? "
479,2.5,a,1881,8181,1188,1118," Direction: In each of the following question, select therelated number from the given alternatives. 2112 : 81181221 : ? "
480,2.5,b,51,53,55,57," Direction: In each of the following question, select the related number from the given alternatives. 19 : 59 : : 17 : ? "
481,2.5,a,23,48,10,32," Direction: In each of the following question, select the related number from the given alternatives. 14 : 20 : : 16 : ? "
482,2.5,a,105,104,1003,1004," Direction: In each of the following question, select the related number from the given alternatives. 100 : 102 : : 100000 : ? "
483,2.5,d,200,201,400,401," Direction: In each of the following question, select the related number from the given alternatives. 10 : 101 : : 20 : ? "
484,2.5,a,657,567,765,675," Direction: In each of the following question, select the related number from the given alternatives. 435 : 768 : : 324 : ? "
485,2.5,b,9 : 81 : 70,19 : 361 : 342,17 : 288 : 272,16 : 255 : 239," Direction: In each of the following question, select the related number from the given alternatives. 11 : 121 : 110 : : 15 : 225 : 210 : : ? "
486,2.5,d,85,121,144,169," Direction: In each of the following question, select the related number from the given alternatives. 16 : 49 : : 100 : ? "
487,2.5,b,600,620,625,650," Direction: In each of the following question, select the related number from the given alternatives. 15 : 220 : : 25 : ? "
488,2.5,c,20,21,22,23," Direction: In each of the following question, select the related number from the given alternatives. 400 : 20 : : 484 : ? "
489,2.5,a,98,343,88,49," Direction: In each of the following question, select the related number from the given alternatives. 4 : 32 : : 7 : ? "
490,2.5,c,475,726,547,645," Direction: In each of the following question, select the related number from the given alternatives. 624 : 426 : : 745 : ? "
491,2.5,b,154,223,233,152," Direction: In each of the following question, select the related number from the given alternatives. 11 : 119 : : 15 : ? "
492,2.5,b,23,82,97,113Q494.," Direction: In each of the following question, select the related number from the given alternatives. 21 : 3 : : 574 : ? "
493,2.5,b,18,19,20,21," Direction: In each of the following question, select the related number from the given alternatives. 2 : 0 : : 3 : ? "
494,2.5,c,25,16,49,36," Direction: In each of the following question, select the related number from the given alternatives. 83 : 25 : : 29 : ? "
495,2.5,a,48,42,34,13," Direction: In each of the following question, select the related number from the given alternatives. 6 : 35 : : 7 : ? "
496,2.5,a,37,47,57,67," Direction: In each of the following question, select the related number from the given alternatives. 4 : 24 : : 17 : ? "
497,2.5,a,36,45,123,63," Direction: In each of the following question, select the related number from the given alternatives. 365 : 90 : : 623 : ? "
498,2.5,c,7,5,4,6," Direction: In each of the following question, select the related number from the given alternatives. 248 : 3 : : 328 : ? "
499,2.5,c,786,682,784,688," Direction: In each of the following question, select the related number from the given alternatives. 212 : 436 : : 560 : ? "
500,2.5,a,143,84,121,112," Direction: In each of the following question, select the related number from the given alternatives. 7 : 48 : : 12 : ? "
501,2.5,b,24,22,20,16," Direction: In each of the following question, select the related number from the given alternatives. 72 : 18 : : 56 : ? "
502,2.5,c,28,18,61,32," Direction: In each of the following question, select the related number from the given alternatives. 6 : 21 : : 3 : ? "
503,2.5,a,210,222,240,282," Direction: In each of the following question, select the related number from the given alternatives. 68 : 130 : : ? : 350 "
504,2.5,a,183,122,138,302," Direction: In each of the following question, select the related number from the given alternatives. 128 : 96 : : 244 : ? "
505,2.5,b,68,69, 70 .,67," Direction: In each of the following question, select the related number from the given alternatives. 85 : 42 : : 139 : ? "
506,2.5,d,8,28,64,65," Direction: In each of the following question, select the related number from the given alternatives. 8 : 28 : : 27 : ? "
507,2.5,d,54,50,49,56," Direction: In each of the following question, select the related number from the given alternatives. 5 : 30 : : 7 : ? "
508,2.5,d,144,156,160,172," Direction: In each of the following question, select the related number from the given alternatives. 7 : 32 : : 35 : ? "
509,2.5,c,36,63,81,144," Direction: In each of the following question, select the related number from the given alternatives. 64 : 100 : : 49 : ? "
510,2.5,a,121,93,65,103," Direction: In each of the following question, select the related number from the given alternatives. 25 : 81 : : 36 :? "
511,2.5,c,272,286,291,292," Direction: In each of the following question, select the related number from the given alternatives. 292 : 146 : : 582 : ? "
512,2.5,b,10,8,6,4," Direction: In each of the following question, select the related number from the given alternatives. 6 : 18 : : 4 : ? "
513,2.5,d,21,42,147,343," Direction: In each of the following question, select the related number from the given alternatives. 3 : 27 : : 7 : ? "
514,2.5,d,3,18,112,169," Direction: In each of the following question, select the related number from the given alternatives. 9 : 28 : : 56 : ? "
515,2.5,d,78,32,55,63," Direction: In each of the following question, select the related number from the given alternatives. 12 : 35 : : 16 : ? "
516,2.5,b,16,64,28,32," Direction: In each of the following question, select the related number from the given alternatives. 3 : 27 : : 4 : ? "
517,2.5,a,34,48,60,72," Direction: In each of the following question, select the related number from the given alternatives. 18 : 52 : : 12 : ? "
518,2.5,c,16,20,25,36," Direction: In each of the following question, select the related number from the given alternatives. 8 : 9 : : 64 : ? "
519,2.5,c,4,25,1,2," Direction: In each of the following question, select the related number from the given alternatives. 16 : 4 : : 9 : ? "
520,2.5,b,3,9,18,125," Direction: In each of the following question, select the related number from the given alternatives. 27 : ? : : 125 : 25 "
521,2.5,b,525,625,725,825," Direction: In each of the following question, select the related number from the given alternatives. 25 : 125 : : ? : 3125 "
522,2.5,a,64,72,100,144," Direction: In each of the following question, select the related number from the given alternatives. 196 : 169 : : 81 : ? "
523,2.5,c,30,40,66,68," Direction: In each of the following question, select the related number from the given alternatives. 30 : ? : : 130 : 222 "
524,2.5,b,"6, 9, 6","9,81,9","9, 27, 9"," 9, 18, 9"," Direction: In each of the following question, select the related number from the given alternatives. 4, 16, 4 : 2, 4, 2 : : ? : 3, 9, 3 "
525,2.5,d,9825,9736,9697,9579," Direction: In each of the following question, select the related number from the given alternatives. 6524 : 6465 : : 9638 : ? "
526,2.5,c,16,32,400,336," Direction: In each of the following question, select the related number from the given alternatives. 64 : 144 : : 256 : ? "
527,2.5,b,63,65,126,124," Direction: In each of the following question, select the related number from the given alternatives. 08 : 28 : : 15 : ? "
528,2.5,c,13,14,15,16," Direction: In each of the following question, select the related number from the given alternatives. 625 : 25 : : 225 : ? "
529,2.5,b,25,125,625,3125," Direction: In each of the following question, select the related number from the given alternatives. 49 : 216 : : 36 : ? "
530,2.5,b," 2, 4, 2","1, 1, 1"," 2, 2, 2","2, 13, 2"," Direction: In each of the following question, select the related number from the given alternatives. 2, 4, 2 : 4, 16, 4 : : 1, 1, 1 : ? "
531,2.5,a,"0, 1, 3, 6"," 2, 4, 5, 8","1, 3, 4, 7","3, 5, 6, 8"," Direction: In each of the following question, select the related number from the given alternatives. 1, 2, 4, 7 : 3, 4, 6, 9 : : ? 2, 3, 5, 8 "
532,2.5,b,25,26,27,28," Direction: In each of the following question, select the related number from the given alternatives. 6 : 1 7 : : 9 : ? "
533,2.5,d,124,104,134,144," Direction: In each of the following question, select the related number from the given alternatives. 9 : 81 : : 12 : ? "
534,2.5,c,20,30,33,43," Direction: In each of the following question, select the related number from the given alternatives.7 : 45 : : 5 : ? "
535,2.5,a,8,12,16,24," Direction: In each of the following question, select the related number from the given alternatives. 7 : 28 : : 2 : ? "
536,2.5,b,256,169,186,121," Direction: In each of the following question, select the related number from the given alternatives. 49 : 64 : : 144 : ? "
537,2.5,c, 15 : 19, 14 : 11,11 : 15,8 : 15," Direction: In each of the following question, select the related number from the given alternatives. 8 : 12 : : 9 : 13 : : 10 : 14 : : ? "
538,2.5,a,28,24,14,30," Direction: In each of the following question, select the related number from the given alternatives. XXIV : 48 : : XIV : ? "
539,2.5,a,512,412,416,516," Direction: In each of the following question, select the related number from the given alternatives. 49 : 343 : : 64 : ? "
540,2.5,d,505,425,420,525," Direction: In each of the following question, select the related number from the given alternatives. 24 : 60 : : 210 : ? "
541,2.5,c,109,129,119,99," Direction: In each of the following question, select the related number from the given alternatives. 6 : 29 : : 24 : ? "
542,2.5,b,18,70,210,54," Direction: In each of the following question, select the related number from the given alternatives. 7 : 30 : : 17 : ? "
543,2.5,b,64,54,66,48," Direction: In each of the following question, select the related number from the given alternatives. 72 : 40 : : ? : 30 "
544,2.5,b,50,30,42,38," Direction: In each of the following question, select the related number from the given alternatives. 6 : 12 : : 20 : ? "
545,2.5,a,353,245,273,293," Direction: In each of the following question, select the related number from the given alternatives. 5 : 135 : : 7 : ? "
546,2.5,c,14,50,69,80," Direction: In each of the following question, select the related number from the given alternatives. 5 : 30 : : 8 : ? "
547,2.5,d,48,32,35,42," Direction: In each of the following question, select the related number from the given alternatives. 12 : 30 : : 20 : ? "
548,2.5,b,179,126,124,125,"Direction: In each of the following question, select the related number from the given alternatives. 3 : 28 : : 5 : ? "
549,2.5,c,8,12,26,28," Direction: In each of the following question, select the related number from the given alternatives. 2 : 7 : : 3 : ? "
550,2.5,c,108,112,120,256," Direction: In each of the following question, select the related number from the given alternatives. 12 : 90 : : 16 : ? "
551,2.5,c,288,118,290,324," Direction: In each of the following question, select the related number from the given alternatives. 7 : 50 : : 17 : ? "
552,2.5,b,162,216,273,517," Direction: In each of the following question, select the related number from the given alternatives. 27 : 125 : : 64 : ? "
553,2.5,b,64,79,18,81," Direction: In each of the following question, select the related number from the given alternatives. 8 : 62 : : 9 : ? "
554,2.5,b,8,4,2,32," Direction: In each of the following question, select the related number from the given alternatives. 125 : 5 : : 64 : ? "
555,2.5,b,2,4,6,8," Direction: In each of the following question, select the related number from the given alternatives. 6 : 8 : : 3 :? "
556,2.5,b,378,487,581,291," Direction: In each of the following question, select the related number from the given alternatives. 583 : 488 : : 293 : ? "
557,2.5,a,875,635,1575,1205," Direction: In each of the following question, select the related number from the given alternatives. 25 : 625 : : 35 : ? "
558,2.5,b,10,15,5,25," Direction: In each of the following question, select the related number from the given alternatives. 525 : 25 : : 315 : ? "
559,2.5,d,150,170,162,160," Direction: In each of the following question, select the related number from the given alternatives. 25 : 175 : : 32 : ? "
560,2.5,c,979,991,729,879," Direction: In each of the following question, select the related number from the given alternatives. 11 : 1331 : : 9 :? "
561,2.5,c,271,268,270,275Q563.," Direction: In each of the following question, select the related number from the given alternatives. 32 : 66 : : 134 : ? "
562,2.5,b,3000,3600,5400,5600," Direction: In each of the following question, select the related number from the given alternatives. 600 : 2000 : : ? : 9000 "
563,2.5,c,48,50,78,82," Direction: In each of the following question, select the related number from the given alternatives. 9 : 7 : : 80 : ? "
564,2.5,c,147,99,171,158," Direction: In each of the following question, select the related number from the given alternatives. 7 : 1 33 : : 9 : ? "
565,2.5,a,729,629,319,826," Direction: In each of the following question, select the related number from the given alternatives. 36 : 216 : : 81 : ? "
566,2.5,b,5,6,7,8," Direction: In each of the following question, select the related number from the given alternatives. 17 : 4 : : 37 :? "
567,2.5,b,252,115,46,151," Direction: In each of the following question, select the related number from the given alternatives. 29 : 319 : : 23 : ? "
568,2.5,d,54,62,64,66," Direction: In each of the following question, select the related number from the given alternatives. 18 : 30 : : 36 : ? "
569,2.5,a,16,25,36,49," Direction: In each of the following question, select the related number from the given alternatives. 09 : 81 : : 04 : ? "
570,2.5,c,160,93,169,426," Direction: In each of the following question, select the related number from the given alternatives. 100 : 121 : : 144 : ? "
571,2.5,b,10,63,7,9," Direction: In each of the following question, select the related number from the given alternatives. 8 : 56 : : 9 : ? "
572,2.5,b,15,1,12,24," Direction: In each of the following question, select the related number from the given alternatives. 82 : 06 : : 76 : ? "
573,2.5,b,10 : 100, 9 : 90, 13 : 169, 15 : 250," Direction: In each of the following question, select the related number from the given alternatives. 11 : 132 : : ? "
574,2.5,a,1/169, 1/125,1/120, 1/127," Direction: In each of the following question, select the related number from the given alternatives. 1/9 : 1/81 : : 1/13 : ? "
575,2.5,c,4,10,3,6," Direction: In each of the following question, select the related number from the given alternatives. 18 : 5 : : 12 : ? "
576,2.5,d,15 : 3 7,16 : 64, 27 : 4 8,30 : 42," Direction: In each of the following question, select the related number from the given alternatives. 12 : 20 : : ? "
577,2.5,b,15,17,19,21," Direction: In each of the following question, select the related number from the given alternatives. 33 : 10 : : 54 : ? "
578,2.5,c,6 : 37, 7 : 45, 8 : 63, 9 : 85," Direction: In each of the following question, select the related number from the given alternatives. 10 : 99 : : ? "
579,2.5,a,52,49,61,96," Direction: In each of the following question, select the related number from the given alternatives. 20 : 11 : : 102 : ? "
580,2.5,d,6705,6905,6907,6785," Direction: In each of the following question, select the related number from the given alternatives. 6415 : 5304 : : 7896 : ? "
581,2.5,d,984,1296,72,648," Direction: In each of the following question, select the related number from the given alternatives. 18 : 162 : : 36 : ? "
582,2.5,a,2540,2343,2353,2531," Direction: In each of the following question, select the related number from the given alternatives. 9536 : 6203 : : 5873 : ? "
583,2.5,a,128,126,144,132," Direction: In each of the following question, select the related number from the given alternatives. 1/8 : 1/64 : : 1/16 : 1/? "
584,2.5,c,120,192,197,131," Direction: In each of the following question, select the related number from the given alternatives. 29 : 71 : : 79 : ? "
585,2.5,d,63,101,32,70," Direction: In each of the following question, select the related number from the given alternatives. 91 : ? : : 6 4 : 54 "
586,2.5,c, 98 : 79, 79/79, 79/69, 80/70," Direction: In each of the following question, select the related number from the given alternatives. 2/3 : 19/29 : : 8/7 : ? "
587,2.5,c,40,41,44,39," Direction: In each of the following question, select the related number from the given alternatives. 23 : 13 : : 54 : ? "
588,2.5,b,213,216,118,198," Direction: In each of the following question, select the related number from the given alternatives. 17 : 24 : : 153 : ? "
589,2.5,c,22,29,51,18," Direction: In each of the following question, select the related number from the given alternatives. 3 : 1 1 : : 7 :?"
590,2.5,c,2,6,8,16," Direction: In each of the following question, select the related number from the given alternatives. 6 : 18 : : 4 : ? "
591,2.5,c,63,81,90,99," Direction: In each of the following question, select the related number from the given alternatives. 7 : 56 : : 9 : ? "
592,2.5,d, 12 : 140,3 : 6, 11 : 111,9 : 81," Direction: In each of the following question, select the related number from the given alternatives. 13 : 169 : : ? "
593,2.5,a,43,45,47,49," Direction: In each of the following question, select the related number from the given alternatives. 23 : 29 : : 41 : ? "
594,2.5,c,10,12,15,18," Direction: In each of the following question, select the related number from the given alternatives. 6 : 10 : : 9 : ? "
595,2.5,b, 30 : 100,23 : 72, 19 : 58,11 : 43," Direction: In each of the following question, select the related number from the given alternatives. 7 : 24 : : ? "
596,2.5,a,1820,1500,1250,1121," Direction: In each of the following question, select the related number from the given alternatives. 12 : 140 : : 156 : ? "
597,2.5,b,18,729,81,144," Direction: In each of the following question, select the related number from the given alternatives. 64 : 4 : : 2 : 9 "
598,2.5,b,90,138,168,112," Direction: In each of the following question, select the related number from the given alternatives. 8 : 23 : : 48 : ? "
599,2.5,d,40,64,25,67," Direction: In each of the following question, select the related number from the given alternatives. 5 : 288 : ? "
600,2.5,d,31,32,40,42," Direction: In each of the following question, select the related number from the given alternatives. 42 : 20 : : 64 : ? "
601,2.5,c, 7 : 343, 9 : 243, 10 : 500, 5 : 75," Direction: In each of the following question, select the related number from the given alternatives. 8 : 256 : : ? "
602,2.5,b,23,82,97,113," Direction: In each of the following question, select the related number from the given alternatives. 21 : 3 : : 5 74 : ? "
603,2.5,b,64,72,46,80," Direction: In each of the following question, select therelated number from the given alternatives. 7 : 42 : : 9 : ? "
604,2.5,c,1,2,6,7," Direction: In each of the following question, select the related number from the given alternatives. 121 : 12 : : 25 : ? "
605,2.5,a,0.0102,0.102,1.02,10.2," Direction: In each of the following question, select the related number from the given alternatives. 0. 16 : 0.0016 : : 1.02 : ? "
