,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
179,1.3,One Word Substitution,One who loves books,Bibliophile,Bibliophagist,Bibliophobe,Bibliographer,A,Select the word which explains the question.
180,1.3,One Word Substitution,Speaking without preparation,Deliberate,Fluent,Loquacious,Extempore,D,Select the word which explains the question.
181,1.3,One Word Substitution,Special trial of the Head of State by Parliament,Impingement,Infringement,Impeachment,Impediment,C,Select the word which explains the question.
182,1.3,One Word Substitution,Someone able to use both hands with equal skill,Ambivalent,Amphibious,Ambiguous,Ambidextrous,D,Select the word which explains the question.
183,1.3,One Word Substitution,Cure for all diseases,Curable,Panacea,Incurable,Curative,B,Select the word which explains the question.
184,1.3,One Word Substitution,An act or notion to look back in the past,Retrospective,Postnatal,Retrogressive,Primitive,A,Select the word which explains the question.
185,1.3,One Word Substitution,Medicine to counteract the effect of a poison,Emetic,Antidote,Anti-venom,Antiseptic,B,Select the word which explains the question.
186,1.3,One Word Substitution,A collection of poems,Pathology,Anthology,Oncology,Pedology,B,Select the word which explains the question.
187,1.3,One Word Substitution,One who studies mankind,Anthropologist,Physicist,Pathologist,Philanthropist,A,Select the word which explains the question.
188,1.3,One Word Substitution,An opinion contrary to popular belief,Paradox,Orthodoxy,Hearsay,Heresy,D,Select the word which explains the question.
189,1.3,One Word Substitution,A study of words and the way words develop,Phraseology,Phonography,Philology,Phonology,C,Select the word which explains the question.
190,1.3,One Word Substitution,Something which is not in harmony,Cacophonous,Noisy,Smooth,Quiet,A,Select the word which explains the question.
191,1.3,One Word Substitution,A list of books,Catalogue,Index,Anthology,Glossary,A,Select the word which explains the question.
192,1.3,One Word Substitution,Man with womanly habits and manners,Effeminate,Gay,Bovine,Suave,A,Select the word which explains the question.
193,1.3,One Word Substitution,"Something unusual or strange, having peculiar notions",Whimsical,Aggressive,Dramatic,Reasonable,A,Select the word which explains the question.
194,1.3,One Word Substitution,A person who pretends to be what he is not,Explorer,Prompter,Imposter,Diviner,C,Select the word which explains the question.
195,1.3,One Word Substitution,In a threatening manner,Ominously,Sprightly,Ghastly,Terribly,A,Select the word which explains the question.
196,1.3,One Word Substitution,The process of deciding the nature of a disease by examination,Test,Perusal,Diagnosis,Operation,C,Select the word which explains the question.
197,1.3,One Word Substitution,That which cannot be easily read,Illegible,Incomprehensible,Unreadable,Unintelligible,A,Select the word which explains the question.
198,1.3,One Word Substitution,One who finds nothing good in anything,Critic,Satirist,Cynic,Slanderer,C,Select the word which explains the question.
199,1.3,One Word Substitution,Talking about the affairs of other people,Teasing,Gossiping,Criticising,Slandering,D,Select the word which explains the question.
200,1.3,One Word Substitution,Medical examination of the body after death,Diagnosis,Irradiation,Corpse,Autopsy,D,Select the word which explains the question.
201,1.3,One Word Substitution,A person born or living at the same time as another,Corollary,Accessory,Contemporary,Auxiliary,C,Select the word which explains the question.
202,1.3,One Word Substitution,Bad beyond reform,Irreversible,Irrevocable,Irredeemable,Irreparable,D,Select the word which explains the question.
203,1.3,One Word Substitution,That which is certain to happen,Inevitable,Invincible,Incorrigible,Immediate,A,Select the word which explains the question.
204,1.3,One Word Substitution,Ability to go on in spite of difficulties,Delirious,Desirous,Perseverance,Pervasive,C,Select the word which explains the question.
205,1.3,One Word Substitution,"A number of ships, vehicles etc. travelling together under escort",Retinue,Fleet,Posse,Convoy,D,Select the word which explains the question.
206,1.3,One Word Substitution,An instrument for measuring wind pressure,Manometer,Micrometer,Temperature,Barometer,D,Select the word which explains the question.
207,1.3,One Word Substitution,To destroy completely,Annihilate,Rehabilitate,Incapacitate,Dislocate,A,Select the word which explains the question.
208,1.3,One Word Substitution,To die in water or any other liquid because one is unable to breathe,Sink,Drown,Flounder,Founder,B,Select the word which explains the question.
209,1.3,One Word Substitution,The quality of being faithful,Genuineness,Fidelity,Loyalty,Honesty,B,Select the word which explains the question.
210,1.3,One Word Substitution,One who spends money extravagantly,Sceptic,Spendthrift,Miser,Vagabond,B,Select the word which explains the question.
211,1.3,One Word Substitution,Settlement of a dispute by the decision of a person chosen and accepted as a judge or umpire.,Amalgamation,Assignation,Arbitration,Asseveration,C,Select the word which explains the question.
212,1.3,One Word Substitution,More than is needed or wanted,Abundant,Adequate,Sufficient,Superfluous,D,Select the word which explains the question.
213,1.3,One Word Substitution,The extreme fondness for books is known as,Bibliomania,Pyromania,Cleptomania,Agromania,A,Select the word which explains the question.
214,1.3,One Word Substitution,A person who believes in the total abolition of war,Bellicose,Pacifist,Flautist,Fatalist,B,Select the word which explains the question.
215,1.3,One Word Substitution,A solution for all,Panacea,Treatment,Cure,Well being,A,Select the word which explains the question.
216,1.3,One Word Substitution,"Witty, ready replies",Repartees,Rhetorics,Puns,Refrains,A,Select the word which explains the question.
217,1.3,One Word Substitution,Very delicate and beautiful,Exquisite,Requisite,Exemplary,Resplendent,A,Select the word which explains the question.
218,1.3,One Word Substitution,A book containing various branches of knowledge arranged in alphabetical order,Encyclopedia,Dictionary,Thesaurus,Atlas,A,Select the word which explains the question.
219,1.3,One Word Substitution,A person who loves wealth and spends as little money as possible,Curmudgeon,Money grabber,Scrimp,Miser,D,Select the word which explains the question.
220,1.3,One Word Substitution,State of anxiety or dismay causing mental confusion,Constriction,Consternation,Concentration,Contraction,B,Select the word which explains the question.
221,1.3,One Word Substitution,A person who is fluent in two languages,Versatile,Expert,Bilingual,Knowledgeable,C,Select the word which explains the question.
222,1.3,One Word Substitution,One who eats human flesh,Man eater,Cannibal,Beast,Savage,B,Select the word which explains the question.
223,1.3,One Word Substitution,The quality of being politely firm and demanding,Assertive,Bossy,Aggressive,Lordy,A,Select the word which explains the question.
224,1.3,One Word Substitution,Speed of an object in one direction,Pace,Tempo,Velodrome,Velocity,D,Select the word which explains the question.
225,1.3,One Word Substitution,"The place where public, government or historical records are kept ",Coffer,Pantry,Archives,Scullery,C,Select the word which explains the question.
226,1.3,One Word Substitution,Theft of another person s writings or ideas and passing them off as one s own ,Slandering,Imposter,Plagiarism,Burglary,C,Select the word which explains the question.
227,1.3,One Word Substitution,The study of insects,Anthropology,Zoology,Etymology,Entomology,D,Select the word which explains the question.
228,1.3,One Word Substitution,List of issues to be discussed at a meeting,Schedule,Agenda,Time-table,Plan,B,Select the word which explains the question.
229,1.3,One Word Substitution,A person who has no money to pay off his debts,Insolvent,Poor,Destitute,Pauper,A,Select the word which explains the question.
230,1.3,One Word Substitution,Words uttered impiously about God,Amoral,Philosophy,Logic,Blasphemy,D,Select the word which explains the question.
231,1.3,One Word Substitution,Quibble,Premeditate,Prenominate,Prevaricate,Preponderate,C,Select the word which explains the question.
232,1.3,One Word Substitution,One who compiles a dictionary,Geographer,Lexicographer,Lapidist,Linguist,B,Select the word which explains the question.
233,1.3,One Word Substitution,A test in which cells from diseased organs are removed and tested,Biopsy,Autopsy,Operation,Amputation,A,Select the word which explains the question.
234,1.3,One Word Substitution,A person who writes decoratively,Calligrapher,Collier,Choreographer,Cartographer,A,Select the word which explains the question.
235,1.3,One Word Substitution,Pertaining to cattle,Canine,Feline,Bovine,Verminous,C,Select the word which explains the question.
236,1.3,One Word Substitution,To look at someone in an angry or threatening way,Glower,Gnaw,Gnash,Grind,A,Select the word which explains the question.
237,1.3,One Word Substitution,A post with little work but high salary,Director,Trustee,Sinecure,Ombudsman,C,Select the word which explains the question.
238,1.3,One Word Substitution,Something that causes death,Dangerous,Fatal,Brutal,Horrible,B,Select the word which explains the question.
239,1.3,One Word Substitution,An inscription on a tomb,Espionage,Epilogue,Epitaph,Elegy,C,Select the word which explains the question.
240,1.3,One Word Substitution,Feeling inside you which tells you what is right and what is wrong,Cleverness,Conscience,Consciousness,Fear,B,Select the word which explains the question.
241,1.3,One Word Substitution,Release of a prisoner from jail on certain terms and condition,Parole,Parley,Pardon,Acquittal,A,Select the word which explains the question.
242,1.3,One Word Substitution,Loss of memory,Ambrosia,Amnesia,Insomnia,Forgetting,B,Select the word which explains the question.
243,1.3,One Word Substitution,To struggle helplessly,Flounder,Founder,Fumble,Finger,A,Select the word which explains the question.
244,1.3,One Word Substitution,An object or portion serving as a sample,Specification,Spectre,Spectacle,Specimen,D,Select the word which explains the question.
245,1.3,One Word Substitution,The practice of submitting a proposal to popular vote,Election,Reference,Popularity,Referendum,D,Select the word which explains the question.
246,1.3,One Word Substitution,Code of diplomatic etiquette and precedence,Statesmanship,Diplomacy,Hierarchy,Protocol,D,Select the word which explains the question.
247,1.3,One Word Substitution,To renounce a high position of authority or control,Abduct,Abandon,Abort,Abdicate,D,Select the word which explains the question.
248,1.3,One Word Substitution,Not to be moved by entreaty,Rigorous,Negligent,Inexorable,Despotic,C,Select the word which explains the question.
249,1.3,One Word Substitution,A form of government in which the people have a voice in the exercise of power,Autocracy,Democracy,Hypocrisy,Theocracy,B,Select the word which explains the question.
250,1.3,One Word Substitution,Belonging to a group having a common cultural tradition,Groupism,Social,Ethnic,Communal,C,Select the word which explains the question.
251,1.3,One Word Substitution,A speech made without any preparation on the spur of the moment,Elocution,Extempore,Monologue,Oration,B,Select the word which explains the question.
252,1.3,One Word Substitution,The art practised by statesman and ambassadors,Aristocracy,Clemency,Plebiscite,Diplomacy,D,Select the word which explains the question.
254,1.3,One Word Substitution,A remedy for all ills,Narcotic,Panacea,Medicine,Quack,B,Select the word which explains the question.
255,1.3,One Word Substitution,The time between midnight and noon,Afternoon,Antipodes,Ante-meridiem,Antenatal,C,Select the word which explains the question.
256,1.3,One Word Substitution,"One who is a dabbler in arts, science or literature",Dilettante,Aesthete,Maestro,Connoisseur,A,Select the word which explains the question.
257,1.3,One Word Substitution,Fear of height,Claustrophobia,Hydrophobia,Acrophobia,Pyrophobia,C,Select the word which explains the question.
258,1.3,One Word Substitution,Still existing and known,Extent,Extant,Eternal,Immanent,B,Select the word which explains the question.
259,1.3,One Word Substitution,One who tends to take a hopeful view of life,Magnate,Creator,Pacifist,Optimist,D,Select the word which explains the question.
260,1.3,One Word Substitution,Belonging to all parts of the world,Common,Universal,Worldly,International,B,Select the word which explains the question.
261,1.3,One Word Substitution,To be known for bad acts,Famous,Notorious,Criminal,Terrorist,B,Select the word which explains the question.
262,1.3,One Word Substitution,Words of similar meaning,Homonyms,Pseudonyms,Antonyms,Synonyms,D,Select the word which explains the question.
263,1.3,One Word Substitution,Instrument of measure atmospheric pressure,Metronome,Compass,Pedometer,Barometer,D,Select the word which explains the question.
264,1.3,One Word Substitution,Occurring at night,Nightly,Dark,Neurotic,Nocturnal,D,Select the word which explains the question.
265,1.3,One Word Substitution,Determine the nature of the disease,Investigate,Determine,Diagnose,Detect,C,Select the word which explains the question.
266,1.3,One Word Substitution,To run away with a lover,Deceive,Cheat,Escape,Elope,D,Select the word which explains the question.
267,1.3,One Word Substitution,Science of heredity,Hereditary,Genetics,Genesis,Inheritance,B,Select the word which explains the question.
268,1.3,One Word Substitution,Arrangement in order of occurrence,Timely,Chronological,Chronic,Temporal,B,Select the word which explains the question.
269,1.3,One Word Substitution,Seeing something which is not actually present,Imagination,Presumption,Hallucination,Supposition,C,Select the word which explains the question.
270,1.3,One Word Substitution,With much liveliness and a sense of purpose,Lousily,Jocularly,Zealously,Jauntily,C,Select the word which explains the question.
271,1.3,One Word Substitution,Person who insists on adherence to formal rules or literary meaning,Scholar,Pedant,Pedagogue,Literalist,D,Select the word which explains the question.
272,1.3,One Word Substitution,Calmness and indifference to suffering,Stoicism,Despair,Agony,Materialism,A,Select the word which explains the question.
273,1.3,One Word Substitution,The practice of having more than one husband,Polyandry,Polygamy,Bigamy,Debauchery,A,Select the word which explains the question.
274,1.3,One Word Substitution,One who is unable to pay debts,Debtor,Indebted,Borrower,Insolvent,D,Select the word which explains the question.
275,1.3,One Word Substitution,A roundabout way of speaking,Loose-tongued,Loquacious,Circumlocution,Talkative,C,Select the word which explains the question.
276,1.3,One Word Substitution,An order requiring a person to attend a court,Courtship,Agreement,Subpoena,Command,C,Select the word which explains the question.
277,1.3,One Word Substitution,An imaginary name assumed by an author for disguise,Facsimile,Surname,Alias,Pseudonym,D,Select the word which explains the question.
278,1.3,One Word Substitution,Murder of brother,Homicide,Infanticide,Patricide,Fratricide,D,Select the word which explains the question.
279,1.3,One Word Substitution,An extreme fear of being in a small confined place,Hydrophobia,Paraphernalia,Claustrophobia,Progeria,C,Select the word which explains the question.
280,1.3,One Word Substitution,An inscription on a tomb,Epitaph,Crypt,Obituary,Legacy,A,Select the word which explains the question.
281,1.3,One Word Substitution,Allowance due to a wife from her husband on separation,Patrimony,Antimony,Parsimony,Alimony,D,Select the word which explains the question.
282,1.3,One Word Substitution,Practice of employing spies in war,Esplanade,Espionage,Espadrille,Estrangement,B,Select the word which explains the question.
283,1.3,One Word Substitution,A fixed territory in which authority can be exercised,Jurisdiction,Judiciary,Jurisprudence,Juristic,A,Select the word which explains the question.
284,1.3,One Word Substitution,The art of making fireworks,Chromatics,Numismatics,Pyrotechnics,Cosmetics,C,Select the word which explains the question.
285,1.3,One Word Substitution,Give off bubbles of gas,Efface,Effervesce,Effloresce,Effuse,B,Select the word which explains the question.
286,1.3,One Word Substitution,A system of governance controlled by persons of high intellectual ability,Oligarchy,Democracy,Meritocracy,Snobbery,C,Select the word which explains the question.
287,1.3,One Word Substitution,Sudden and violent change,Cataclysm,Catalysis,Catacombs,Catechism,A,Select the word which explains the question.
288,1.3,One Word Substitution,A small waterfall or group of waterfalls flowing down a Rocky hill side is called,Hurricane,Stream,Volcano,Cascade,D,Select the word which explains the question.
289,1.3,One Word Substitution,A noisy and bombastic speech addressed to a large assembly,Rhetoric,Cacophony,Harangue,Oration,C,Select the word which explains the question.
291,1.3,One Word Substitution,The practice of a woman having more than one husband at the same time,Polygamy,Polyphony,Polyandry,Polygyny,C,Select the word which explains the question.
292,1.3,One Word Substitution,Specializes in nose diseases,Otologist,Rhinologist,Endocrinologist,Gerontologist,B,Select the word which explains the question.
293,1.3,One Word Substitution,An appearance of objects often simulating the appearance of water,Image,Mirage,Reflection,Refraction,B,Select the word which explains the question.
294,1.3,One Word Substitution,An involuntary action under a stimulus,Complex,Reflex,Reflection,Response,B,Select the word which explains the question.
295,1.3,One Word Substitution,A continuous process of change,Transformation,Metamorphosis ,Flux,Adynamism,A,Select the word which explains the question.
296,1.3,One Word Substitution,The use of many words where only a few are necessary,Circumlocution,Circumspection,Circumspection,Circumvention,A,Select the word which explains the question.
297,1.3,One Word Substitution,Circular building or hall with a dome,Edifice,Palace,Rotunda,Spire,C,Select the word which explains the question.
298,1.3,One Word Substitution,One who is a citizen not of a country but of the world,Bohemian,Cosmopolitan,Philanthropist,Internationalist,B,Select the word which explains the question.
299,1.3,One Word Substitution,One who hides away on a ship to obtain a free passage,Compositor,Stoker,Stowaway,Shipwright,C,Select the word which explains the question.
300,1.3,One Word Substitution,Clues available at a scene,Circumstantial,Derivative,Inferential,Suggestive,A,Select the word which explains the question.
301,1.3,One Word Substitution,An unexpected piece of good fortune,Windfall,Philanthropy,Benevolence,Turnstile,A,Select the word which explains the question.
302,1.3,One Word Substitution,An emolument over and above fixed income or salary,Honorarium,Sinecure,Perquisite,Prerogative,A,Select the word which explains the question.
303,1.3,One Word Substitution,The animals of a particular region,Flora,Museum,Zoo,Fauna,D,Select the word which explains the question.
304,1.3,One Word Substitution,Science of the races of mankind,Genealogy,Epistemology,Ethnology,Sociology,C,Select the word which explains the question.
305,1.3,One Word Substitution,Detaining and confining someone,Interruption,Interrogation,Interment,Internment,D,Select the word which explains the question.
306,1.3,One Word Substitution,An underhand device resorted to in order to justify misconduct,Subterfuge,Manoeuvre,Stratagem,Complicity,A,Select the word which explains the question.
307,1.3,One Word Substitution,One who criticises popular beliefs which he thinks is mistaken or unwise,Philistine,Iconoclast,Imposter,Cannibal,B,Select the word which explains the question.
308,1.3,One Word Substitution,Impossible to describe,Miraculous,Ineffable,Stupendous,Appalling,B,Select the word which explains the question.
309,1.3,One Word Substitution,"A person who can appreciate art, music etc.",Epicure,Gourmet,Connoisseur,Cosmopolitan,C,Select the word which explains the question.
310,1.3,One Word Substitution,Two words different in spelling an meaning but pronounced alike,Homonyms,Homographs,Synonyms,Homophones,A,Select the word which explains the question.
311,1.3,One Word Substitution,A servile self-seeker who attempts to win favour by flattering influential people.,Nepotist,Sycophant,Psychopath,Hedonist,B,Select the word which explains the question.
312,1.3,One Word Substitution,An abnormal fear of high places.,Hydrophobia,Claustrophobia,Aerophobia,Acrophobia,D,Select the word which explains the question.
313,1.3,One Word Substitution,The belief that nothing can be known about God,Agnosticism,Theism,Atheism,Henotheism,A,Select the word which explains the question.
314,1.3,One Word Substitution,That which would burn easily,Incendiary,Incantatory,Inflammable,Incandescent,C,Select the word which explains the question.
315,1.3,One Word Substitution,Place of gathering for public discussion,Platform,Dias,Stage,Forum,D,Select the word which explains the question.
316,1.3,One Word Substitution,An addition to the end of a letter,Postscript,Prelude,Postnatal,Postmortem,A,Select the word which explains the question.
317,1.3,One Word Substitution,Young cow that has not yet had a calf,Cowlet,Colt,Ewe,Heifer,D,Select the word which explains the question.
318,1.3,One Word Substitution,A mournful song (or poem) for the dead,Ballad,Dirge,Ode,Lyric,B,Select the word which explains the question.
319,1.3,One Word Substitution,The dead skin cast off by a snake,Bough,Slough,Peeling,Borough,B,Select the word which explains the question.
320,1.3,One Word Substitution,Science dealing with bird life,Zymology,Ornithology,Etymology,Philology,B,Select the word which explains the question.
321,1.3,One Word Substitution,One who is from 60 to 69 years old,Sexton,Sexologist,Sexagenarian,Sextuplet,C,Select the word which explains the question.
322,1.3,One Word Substitution,Someone who keeps bees,Apiarist,Horticulturist,Ornithologist,Pathologist,A,Select the word which explains the question.
324,1.3,One Word Substitution,That which cannot be captured,Untakable,Ungrippable,Impregnable,Slippery,D,Select the word which explains the question.
325,1.3,One Word Substitution,One who breaks the law,Aggressor,Politician,Transgressor,Pedestrian,C,Select the word which explains the question.
326,1.3,One Word Substitution,Study of insects is,Etymology,Entomology,Ecology,Embryology,B,Select the word which explains the question.
327,1.3,One Word Substitution,"Careful in the spending of money, time etc.",Punctual,Economical,Miserly,Calculative,B,Select the word which explains the question.
328,1.3,One Word Substitution,Reproduction of memorizing word for word,Verbatim,Verbose,Verbiage,Verbalism,A,Select the word which explains the question.
329,1.3,One Word Substitution,Belief that God is in everything and that everything is God,Atheism,Pantheism,Scepticism,Animism,B,Select the word which explains the question.
330,1.3,One Word Substitution,A picture of a person or a thing drawn in such a highly exaggerated manner as to cause laughter,Cartoon,Cacography,Cartography,Caricature,D,Select the word which explains the question.
331,1.3,One Word Substitution,The state of being miserable bereft of all possessions,Dependant,Complacent,Destitute,Omnipresent,C,Select the word which explains the question.
332,1.3,One Word Substitution,That which cannot be called back,Irresponsible,Irrevocable,Irredeemable,Incalculable,B,Select the word which explains the question.
333,1.3,One Word Substitution,One who journey from place to place,Quack,Cannibal,Itinerant,Courier,C,Select the word which explains the question.
334,1.3,One Word Substitution,Government by a ruler who has unlimited power,Despotism,Autocracy,Monarchy,Anarchy,B,Select the word which explains the question.
335,1.3,One Word Substitution,An occasion of great importance,Exemplary,Momentous,Herculean,Grandiose,B,Select the word which explains the question.
336,1.3,One Word Substitution,A person who is always hopeful and looks upon the brighter side of things,Florist,Artist,Theist,Optimist,D,Select the word which explains the question.
337,1.3,One Word Substitution,Place of burial,Cave,Church,Synagogue,Cemetry,D,Select the word which explains the question.
338,1.3,One Word Substitution,To have a very high opinion of oneself,Exaggeration,Adulation,Abundance,Conceited,D,Select the word which explains the question.
339,1.3,One Word Substitution,One who believes in giving equal opportunity to women in all fields,Fanatic,Misogynist,Philanderer,Feminist,D,Select the word which explains the question.
340,1.3,One Word Substitution,Inability to sleep,Hysteria,Insomnia,Aphasia,Amnesia,B,Select the word which explains the question.
341,1.3,One Word Substitution,One who is given to pleasure of the flesh,Terrestrial,Epicurean,Celestial,Pedestrian,B,Select the word which explains the question.
342,1.3,One Word Substitution,A tank where fish or water plants are kept,Aquarium,Sanatorium,Addict,Aviary,A,Select the word which explains the question.
343,1.3,One Word Substitution,A person who never takes alcoholic drinks,Teetotaller,Alcoholic,Addict,Bagpiper,A,Select the word which explains the question.
344,1.3,One Word Substitution,To be biased against ,Partial,Objective,Prejudiced,Predestined,C,Select the word which explains the question.
345,1.3,One Word Substitution,"Motion of head, hands etc. as a mode of expression indicating attitude",Gesture,Grin,Gestation,Grimace,A,Select the word which explains the question.
346,1.3,One Word Substitution,Bitter and violent attack in words,Diaspora,Diacriticism,Diadem,Diatribe,D,Select the word which explains the question.
347,1.3,One Word Substitution,Treatment by means of exercise and massage,Chemotherapy,Hydrotherapy,Physiotherapy,Psychotherapy,C,Select the word which explains the question.
349,1.3,One Word Substitution,A place where birds are kept,Aquarium,Den,Aviary,Sanctuary,C,Select the word which explains the question.
350,1.3,One Word Substitution,A method which never fails,Unflinching,Irreparable,Irremediable,Infallible,A,Select the word which explains the question.
351,1.3,One Word Substitution,Something which cannot to believed,Inevitable,Ineffable,Incredible,Ineluctable,C,Select the word which explains the question.
352,1.3,One Word Substitution,Body of a human being or animal embalmed for burial,Corpse,Mummy,Morgue,Mortuary,B,Select the word which explains the question.
353,1.3,One Word Substitution,Of very bad morals; characterised by debasement or degeneration,Desultory,Dilapidated,Depraved,Dilatory,C,Select the word which explains the question.
354,1.3,One Word Substitution,A government by officials,Oligarchy,Aristocracy,Plutocracy,Bureaucracy,D,Select the word which explains the question.
355,1.3,One Word Substitution,One who walks in sleep,Somniloquist,Egoist,Somnambulist,Altruist,C,Select the word which explains the question.
356,1.3,One Word Substitution,Commencement of adjacent words with the same letter,Pun,Alliteration,Transferred epithet,Oxymoron,B,Select the word which explains the question.
357,1.3,One Word Substitution,A specialist who tests eyesight,Optician,Opthalmologist,Ichthylologist,Neurologist,B,Select the word which explains the question.
358,1.3,One Word Substitution,A wall built to prevent the sea or a river from flooding an area.,Dam,Mound,Dyke,Embankment,D,Select the word which explains the question.
359,1.3,One Word Substitution,One who has obstinate and narrow religious views,Theosophist,Bigot,Philosopher,Theologian,B,Select the word which explains the question.
360,1.3,One Word Substitution,The sound of a funeral bell,Knell,Spell,Dong,Ding-dong,A,Select the word which explains the question.
361,1.3,One Word Substitution,Military waking signal sounded in the morning,Reveille,Lullaby,Anthem,Soprano,A,Select the word which explains the question.
362,1.3,One Word Substitution,Study of insects,Ecology,Embryology,Entomology,Biology,C,Select the word which explains the question.
363,1.3,One Word Substitution,A person in his seventies,Sexagenarian,Septuagenarian,Clever,Patriarch,B,Select the word which explains the question.
364,1.3,One Word Substitution,Belief that war and violence are unjustified,Neutralisation,Pessimism,Naturalisation,Pacifism,D,Select the word which explains the question.
365,1.3,One Word Substitution,A group of girls,Bevy,Convoy,Troupe,Coterie,A,Select the word which explains the question.
366,1.3,One Word Substitution,Causing or ending in death,Fatal,Deadly,Serious,Dangerous,A,Select the word which explains the question.
367,1.3,One Word Substitution,A short poem or speech addressed to the spectators after the conclusion of a drama,Prologue,Dialogue,Epilogue,Monologue,C,Select the word which explains the question.
368,1.3,One Word Substitution,One who loves books,Scholar,Bibliographer,Teacher,Bibliophile,D,Select the word which explains the question.
369,1.3,One Word Substitution,Building in which dead bodies are kept for a time,Mortuary,Monastery,Sanatorium,Crematorium,A,Select the word which explains the question.
370,1.3,One Word Substitution,One who believes that gaining pleasure is the most important thing in life,Hedonist,Pessimist,Misanthrope,Philologist,A,Select the word which explains the question.
371,1.3,One Word Substitution,One who breaks the established traditions and image,Fatalist,Fanatic,Iconoclast,Philologist,C,Select the word which explains the question.
372,1.3,One Word Substitution,Property handed down after the death of a person,Legacy,Legend,Patrimony,Inheritance,D,Select the word which explains the question.
374,1.3,One Word Substitution,Wild and noisy disorder,Agitation,Revolution,Pandemnium,Stir,C,Select the word which explains the question.
375,1.3,One Word Substitution,The first public speech delivered by a person,Maiden speech,Inaugural speech,Trial speech,Marathon speech,A,Select the word which explains the question.
376,1.3,One Word Substitution,One who does not follow the usual rules of social life,Bohemian,Artisan,Partisan,Physician,A,Select the word which explains the question.
377,1.3,One Word Substitution,Placing a thing beside another,Impose,Repose,Juxtapose,Expose,C,Select the word which explains the question.
378,1.3,One Word Substitution,Expert in the scientific study of birds,Dermatologist,Zoologist,Omithologist,Astronaut,C,Select the word which explains the question.
379,1.3,One Word Substitution,One who deserts his principles or party,Apostle,Proselyte,Renegade,Critic,C,Select the word which explains the question.
380,1.3,One Word Substitution,One who intervenes between two or more parties to settle differences,Neutral,Intermediary,Judge,Connoisseur,B,Select the word which explains the question.
381,1.3,One Word Substitution,The habit of always admiring oneself,Psychosis,Neurosis,Narcissism,Paranoia,C,Select the word which explains the question.
382,1.3,One Word Substitution,"To take back, withdraw or renounce",Repent,Retrace,Refuse,Recant,D,Select the word which explains the question.
383,1.3,One Word Substitution,A pen for small animals,Hutch,Lair,Den,Cage,A,Select the word which explains the question.
384,1.3,One Word Substitution,A woman having more than one husband at the same time,Polyandry,Polygamy,Polyphony,Polygyny,A,Select the word which explains the question.
385,1.3,One Word Substitution,Feeding on food made both of plants and flesh,Carnivorous,Omnipotent,Omnivorous,Optimist,C,Select the word which explains the question.
386,1.3,One Word Substitution,One who destroys images or attacks popular beliefs,Imagist,Misanthropist,Iconoclast,Masochist,C,Select the word which explains the question.
387,1.3,One Word Substitution,Violation of something holy and sacred,Pollution,Pilferage,Sacrilege,Pittance,C,Select the word which explains the question.
388,1.3,One Word Substitution,A place where nuns live and work,Church,School,Convent,Abode,C,Select the word which explains the question.
389,1.3,One Word Substitution,The worship of idols or images,Atheism,Theism,Idolatry,Iconoclasm,C,Select the word which explains the question.
390,1.3,One Word Substitution,Something that is poisonous or unhealthy,Trivial,Toxic,Torpid,Tragic,B,Select the word which explains the question.
391,1.3,One Word Substitution,A remedy for all diseases,Amnesia,Panacea,Intelligentsia,Parasol,B,Select the word which explains the question.
392,1.3,One Word Substitution,A hater of mankind,Misanthrope,Misogynist,Philanthropist,Misogamist,A,Select the word which explains the question.
393,1.3,One Word Substitution,Irresistible craving for alcoholic drinks,Megalomania,Dipsomania,Kleptomania,Pyromania,B,Select the word which explains the question.
394,1.3,One Word Substitution,A government in which all religions are honoured,Communist,Socialistic,Secular,Capitalist,C,Select the word which explains the question.
396,1.3,One Word Substitution,Living together of a man and woman without being married to each other,Marriage,Equipage,Lineage,Concubinage,D,Select the word which explains the question.
397,1.3,One Word Substitution,Too much official formality,Bureaucracy,Red-Tapism,Nepotism,Formalism,B,Select the word which explains the question.
398,1.3,One Word Substitution,Dry weather with no rainfall,Draught,Draft,Drought,Desert,C,Select the word which explains the question.
399,1.3,One Word Substitution,"Simple, fast-spreading plant without flowers or leaves, which can often cause disease",Bacteria,Amoeba,Virus,Fungus,D,Select the word which explains the question.
400,1.3,One Word Substitution,One who is greedy,Voracious,Avaricious,Carnivorous,Omnivorous,B,Select the word which explains the question.
401,1.3,One Word Substitution,An area of land that is controlled by a ruler,Colony,Dominion,Country,Fungus,B,Select the word which explains the question.
402,1.3,One Word Substitution,A place where Jews worship according to their religion,Cathedral,Synagogue,Chapel,Demagogue,B,Select the word which explains the question.
403,1.3,One Word Substitution,One who is indifferent to pleasure and pain,Ascetic,Esoteric,Stoic,Sceptical,C,Select the word which explains the question.
404,1.3,One Word Substitution,The study of religion and religious ideas and beliefs,Theocracy,Theosophy,Theology,Theism,C,Select the word which explains the question.
405,1.3,One Word Substitution,Dissection of a dead body to find out the cause of death,Biopsy,Investigation,Surgery,Autopsy,D,Select the word which explains the question.
406,1.3,One Word Substitution,A person without training or experience in a skill or subject,Chaplin,Mason,Artisan,Novice,D,Select the word which explains the question.
407,1.3,One Word Substitution,One who stays away from school without permission ,Pedant,Supplicant,Mendicant,Truant,D,Select the word which explains the question.
408,1.3,One Word Substitution,"The act of killing a whole group of people, especially a whole race",Patricide,Parricide,Matricide,Genocide,D,Select the word which explains the question.
